# AGH 过滤明细日志 - 生成于 2026-02-18 10:26:53.096248
# 总计过滤: 6039 条
================================================================================
[白名单] @@||ui.ads.microsoft.com^                # 被父域 [ads.microsoft.com] 覆盖
[黑名单] ||dashboard.adcalls.nl^                  # 被父域 [adcalls.nl] 覆盖
[黑名单] ||dashboard.viewtraff.com^               # 被父域 [viewtraff.com] 覆盖
[黑名单] ||dashboardnew.adcalls.nl^               # 被父域 [adcalls.nl] 覆盖
[黑名单] ||data-failover.eroadvertising.com^      # 被父域 [eroadvertising.com] 覆盖
[黑名单] ||data.deep-content.io^                  # 被父域 [deep-content.io] 覆盖
[黑名单] ||data.eroadvertising.com^               # 被父域 [eroadvertising.com] 覆盖
[黑名单] ||data.minute.ly^                        # 被父域 [minute.ly] 覆盖
[黑名单] ||data.mob.com^                          # 被父域 [mob.com] 覆盖
[黑名单] ||data.reactandshare.com^                # 被父域 [reactandshare.com] 覆盖
[黑名单] ||data.thoughtmetric.io^                 # 被父域 [thoughtmetric.io] 覆盖
[黑名单] ||datacollect*.abtasty.com^              # 被父域 [abtasty.com] 覆盖
[黑名单] ||dealabs.digidip.net^                   # 被父域 [digidip.net] 覆盖
[黑名单] ||deliver.vkcdnservice.com^              # 被父域 [vkcdnservice.com] 覆盖
[黑名单] ||delivery.consentmanager.net^           # 被父域 [consentmanager.net] 覆盖
[黑名单] ||derstand.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||dex50.deteql.net^                      # 被父域 [deteql.net] 覆盖
[黑名单] ||directoffers.go2cloud.org^             # 被父域 [go2cloud.org] 覆盖
[黑名单] ||dispatcher.oewabox.at^                 # 被父域 [oewabox.at] 覆盖
[黑名单] ||display.nativeads.com^                 # 被父域 [nativeads.com] 覆盖
[黑名单] ||dlog.hiido.com^                        # 被父域 [hiido.com] 覆盖
[黑名单] ||dm.cnbanbao.com^                       # 被父域 [cnbanbao.com] 覆盖
[黑名单] ||dmp.adviad.com^                        # 被父域 [adviad.com] 覆盖
[黑名单] ||dmp.eland-tech.com^                    # 被父域 [eland-tech.com] 覆盖
[黑名单] ||dmp.sbermarketing.ru^                  # 被父域 [sbermarketing.ru] 覆盖
[黑名单] ||dns.0pengl.com^                        # 被父域 [0pengl.com] 覆盖
[黑名单] ||docfind.oewabox.at^                    # 被父域 [oewabox.at] 覆盖
[黑名单] ||doodle.oewabox.at^                     # 被父域 [oewabox.at] 覆盖
[黑名单] ||drei.oewabox.at^                       # 被父域 [oewabox.at] 覆盖
[黑名单] ||dropkick.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||dsp-east.nativeads.com^                # 被父域 [nativeads.com] 覆盖
[黑名单] ||dsp-eu.nativeads.com^                  # 被父域 [nativeads.com] 覆盖
[黑名单] ||dsp-service.admatic.de^                # 被父域 [admatic.de] 覆盖
[黑名单] ||dsp-west.nativeads.com^                # 被父域 [nativeads.com] 覆盖
[黑名单] ||dsp.adviad.com^                        # 被父域 [adviad.com] 覆盖
[黑名单] ||dsp.foremedia.net^                     # 被父域 [foremedia.net] 覆盖
[黑名单] ||dsp.nativeads.com^                     # 被父域 [nativeads.com] 覆盖
[黑名单] ||dtpen-test.mno.link^                   # 被父域 [mno.link] 覆盖
[黑名单] ||dtpen.mno.link^                        # 被父域 [mno.link] 覆盖
[黑名单] ||dyn.emetriq.de^                        # 被父域 [emetriq.de] 覆盖
[黑名单] ||e.metarouter.io^                       # 被父域 [metarouter.io] 覆盖
[黑名单] ||eb.trbas.com^                          # 被父域 [trbas.com] 覆盖
[黑名单] ||ed1.comcastbiz.com^                    # 被父域 [comcastbiz.com] 覆盖
[黑名单] ||ehk.trenhdg.com^                       # 被父域 [trenhdg.com] 覆盖
[黑名单] ||email-activecampaign.branch.rocks^     # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-adobe.branch.rocks^              # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-appboy.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-betaout.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-bronto-stage.branch.rocks^       # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-bronto.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-bss-new.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-campmon.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-cheetahmail.branch.rocks^        # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-cm.branch.rocks^                 # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-cordial.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-eloqua.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-emarsys.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-epsilon.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-full-sailthru.branch.rocks^      # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-hubspot.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-icubespro.branch.rocks^          # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-insider.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-iterable.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-klaviyo.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-listrak.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-mailjet.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-mailup.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-mandrill.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-marketo.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-messagegears.branch.rocks^       # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-moengage.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-rapidmail.branch.rocks^          # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-selligent.branch.rocks^          # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-sender.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-sendgrid.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-simple-sailthru.branch.rocks^    # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-smartech.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-sp.branch.rocks^                 # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-vero.branch.rocks^               # 被父域 [branch.rocks] 覆盖
[黑名单] ||email-yesmail.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||enerweb.oewabox.at^                    # 被父域 [oewabox.at] 覆盖
[黑名单] ||engine.cmmeglobal.com^                 # 被父域 [cmmeglobal.com] 覆盖
[黑名单] ||epiphany.masterworks.digital^          # 被父域 [masterworks.digital] 覆盖
[黑名单] ||es.adpinfo.com^                        # 被父域 [adpinfo.com] 覆盖
[黑名单] ||esca-test.mno.link^                    # 被父域 [mno.link] 覆盖
[黑名单] ||esca.mno.link^                         # 被父域 [mno.link] 覆盖
[黑名单] ||eulerian.astro-way.com^                # 被父域 [astro-way.com] 覆盖
[黑名单] ||eum*.instana.io^                       # 被父域 [instana.io] 覆盖
[黑名单] ||event.clientgear.com^                  # 被父域 [clientgear.com] 覆盖
[黑名单] ||event.dengage.com^                     # 被父域 [dengage.com] 覆盖
[黑名单] ||event.getblue.io^                      # 被父域 [getblue.io] 覆盖
[黑名单] ||event.instiengage.com^                 # 被父域 [instiengage.com] 覆盖
[黑名单] ||event.tagtoo.co^                       # 被父域 [tagtoo.co] 覆盖
[黑名单] ||events*.cre.ma^                        # 被父域 [cre.ma] 覆盖
[黑名单] ||events-jp.splash-screen.net^           # 被父域 [splash-screen.net] 覆盖
[黑名单] ||events.apester.com^                    # 被父域 [apester.com] 覆盖
[黑名单] ||events.shoplytics.com^                 # 被父域 [shoplytics.com] 覆盖
[黑名单] ||events.splash-screen.net^              # 被父域 [splash-screen.net] 覆盖
[黑名单] ||exchange.nativeads.com^                # 被父域 [nativeads.com] 覆盖
[黑名单] ||experience.comcastbiz.com^             # 被父域 [comcastbiz.com] 覆盖
[黑名单] ||experience.contextly.com^              # 被父域 [contextly.com] 覆盖
[黑名单] ||expertsender.branch.rocks^             # 被父域 [branch.rocks] 覆盖
[黑名单] ||ext.host-tracker.com^                  # 被父域 [host-tracker.com] 覆盖
[黑名单] ||fairfaxmedia.sharedcount.com^          # 被父域 [sharedcount.com] 覆盖
[黑名单] ||fakexa-post.mno.link^                  # 被父域 [mno.link] 覆盖
[黑名单] ||falcon.useinsider.com^                 # 被父域 [useinsider.com] 覆盖
[黑名单] ||falstaff.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||fanrep.oewabox.at^                     # 被父域 [oewabox.at] 覆盖
[黑名单] ||feedads.feedblitz.com^                 # 被父域 [feedblitz.com] 覆盖
[黑名单] ||fflotte.oewabox.at^                    # 被父域 [oewabox.at] 覆盖
[黑名单] ||filter-eu.foremedia.net^               # 被父域 [foremedia.net] 覆盖
[黑名单] ||filter.adventurefeeds.com^             # 被父域 [adventurefeeds.com] 覆盖
[黑名单] ||filter.afront.io^                      # 被父域 [afront.io] 覆盖
[黑名单] ||filter.foremedia.net^                  # 被父域 [foremedia.net] 覆盖
[黑名单] ||filter.showcasead.com^                 # 被父域 [showcasead.com] 覆盖
[黑名单] ||fitges.oewabox.at^                     # 被父域 [oewabox.at] 覆盖
[黑名单] ||fondprof.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||fr.adpinfo.com^                        # 被父域 [adpinfo.com] 覆盖
[黑名单] ||fratz.oewabox.at^                      # 被父域 [oewabox.at] 覆盖
[黑名单] ||free.livejasmin.com^                   # 被父域 [livejasmin.com] 覆盖
[黑名单] ||free.thesocialsexnetwork.com^          # 被父域 [thesocialsexnetwork.com] 覆盖
[黑名单] ||freefr-fixed.mno.link^                 # 被父域 [mno.link] 覆盖
[黑名单] ||front.optimonk.com^                    # 被父域 [optimonk.com] 覆盖
[黑名单] ||fs10.fusestats.com^                    # 被父域 [fusestats.com] 覆盖
[黑名单] ||fscout24.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||g.koowo.com^                           # 被父域 [koowo.com] 覆盖
[黑名单] ||g.yccdn.com^                           # 被父域 [yccdn.com] 覆盖
[黑名单] ||ga.clearbit.com^                       # 被父域 [clearbit.com] 覆盖
[黑名单] ||ga.getresponse.com^                    # 被父域 [getresponse.com] 覆盖
[黑名单] ||ga2.getresponse.com^                   # 被父域 [getresponse.com] 覆盖
[黑名单] ||gallery0.livejasmin.com^               # 被父域 [livejasmin.com] 覆盖
[黑名单] ||gallery1.livejasmin.com^               # 被父域 [livejasmin.com] 覆盖
[黑名单] ||gamesw.oewabox.at^                     # 被父域 [oewabox.at] 覆盖
[黑名单] ||gate.datacaciques.com^                 # 被父域 [datacaciques.com] 覆盖
[黑名单] ||gateguardian.usesfathom.com^           # 被父域 [usesfathom.com] 覆盖
[黑名单] ||gcdn.2mdn.net^                         # 被父域 [2mdn.net] 覆盖
[黑名单] ||geizhals.oewabox.at^                   # 被父域 [oewabox.at] 覆盖
[黑名单] ||geoip.instiengage.com^                 # 被父域 [instiengage.com] 覆盖
[黑名单] ||geoloc*.geovisite.ovh^                 # 被父域 [geovisite.ovh] 覆盖
[黑名单] ||ggcode.2345.com^                       # 被父域 [2345.com] 覆盖
[黑名单] ||gillout.oewabox.at^                    # 被父域 [oewabox.at] 覆盖
[黑名单] ||gjh9v.tianshilv.cn^                    # 被父域 [tianshilv.cn] 覆盖
[黑名单] ||gkueche.oewabox.at^                    # 被父域 [oewabox.at] 覆盖
[黑名单] ||glitchy.go2cloud.org^                  # 被父域 [go2cloud.org] 覆盖
[黑名单] ||gmetrics.getbeamer.com^                # 被父域 [getbeamer.com] 覆盖
[黑名单] ||gmx.oewabox.at^                        # 被父域 [oewabox.at] 覆盖
[黑名单] ||go.admost.com^                         # 被父域 [admost.com] 覆盖
[黑名单] ||go.getone.today^                       # 被父域 [getone.today] 覆盖
[黑名单] ||go.healthgrades.com^                   # 被父域 [healthgrades.com] 覆盖
[黑名单] ||go.pardot.com^                         # 被父域 [pardot.com] 覆盖
[黑名单] ||go.showmeyouradsnow.com^               # 被父域 [showmeyouradsnow.com] 覆盖
[黑名单] ||gofem.oewabox.at^                      # 被父域 [oewabox.at] 覆盖
[黑名单] ||greenlight-val.looksmart.com^          # 被父域 [looksmart.com] 覆盖
[黑名单] ||grf.easyhash.io^                       # 被父域 [easyhash.io] 覆盖
[黑名单] ||groups.heatexperience.com^             # 被父域 [heatexperience.com] 覆盖
[黑名单] ||gtcc1.acecounter.com^                  # 被父域 [acecounter.com] 覆盖
[黑名单] ||gulf.moneroocean.stream^               # 被父域 [moneroocean.stream] 覆盖
[黑名单] ||hanadev.branch.rocks^                  # 被父域 [branch.rocks] 覆盖
[黑名单] ||hanastage.branch.rocks^                # 被父域 [branch.rocks] 覆盖
[黑名单] ||hanatest.branch.rocks^                 # 被父域 [branch.rocks] 覆盖
[黑名单] ||hb.headbidder.net^                     # 被父域 [headbidder.net] 覆盖
[黑名单] ||hbx.df-srv.de^                         # 被父域 [df-srv.de] 覆盖
[黑名单] ||hc.uralweb.ru^                         # 被父域 [uralweb.ru] 覆盖
[黑名单] ||hc2.humanclick.com^                    # 被父域 [humanclick.com] 覆盖
[黑名单] ||health.aonunited.com^                  # 被父域 [aonunited.com] 覆盖
[黑名单] ||hermes.allo-media.net^                 # 被父域 [allo-media.net] 覆盖
[黑名单] ||heute.oewabox.at^                      # 被父域 [oewabox.at] 覆盖
[黑名单] ||hit.acstat.com^                        # 被父域 [acstat.com] 覆盖
[黑名单] ||hit.clickaider.com^                    # 被父域 [clickaider.com] 覆盖
[黑名单] ||hits-i.iubenda.com^                    # 被父域 [iubenda.com] 覆盖
[黑名单] ||hits.europuls.eu^                      # 被父域 [europuls.eu] 覆盖
[黑名单] ||hits.puls.lv^                          # 被父域 [puls.lv] 覆盖
[黑名单] ||hits.top.lv^                           # 被父域 [top.lv] 覆盖
[黑名单] ||hive.tubetitties.com^                  # 被父域 [tubetitties.com] 覆盖
[黑名单] ||hlog.hiido.com^                        # 被父域 [hiido.com] 覆盖
[黑名单] ||hootsuite.branch.rocks^                # 被父域 [branch.rocks] 覆盖
[黑名单] ||hotstar.worldgravity.com^              # 被父域 [worldgravity.com] 覆盖
[黑名单] ||hpark-adobe.branch.rocks^              # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark-beta-moengage.branch.rocks^      # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark-brazesp.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark-iterable.branch.rocks^           # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark-iterable2.branch.rocks^          # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark-marketo.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||hpark.branch.rocks^                    # 被父域 [branch.rocks] 覆盖
[黑名单] ||hparksendgrid.branch.rocks^            # 被父域 [branch.rocks] 覆盖
[黑名单] ||hparksendgridstage.branch.rocks^       # 被父域 [branch.rocks] 覆盖
[黑名单] ||hrm.healthgrades.com^                  # 被父域 [healthgrades.com] 覆盖
[黑名单] ||hubert.branch.rocks^                   # 被父域 [branch.rocks] 覆盖
[黑名单] ||huis.istats.nl^                        # 被父域 [istats.nl] 覆盖
[黑名单] ||i.moshimo.com^                         # 被父域 [moshimo.com] 覆盖
[黑名单] ||i.skimresources.com^                   # 被父域 [skimresources.com] 覆盖
[黑名单] ||i.trkjmp.com^                          # 被父域 [trkjmp.com] 覆盖
[黑名单] ||iad-*.appboy.com^                      # 被父域 [appboy.com] 覆盖
[黑名单] ||iad-*.braze.com^                       # 被父域 [braze.com] 覆盖
[黑名单] ||iad-01.braze.com^                      # 被父域 [braze.com] 覆盖
